actual_value,predicted_value
4.526,3.9625998975359558
3.585,3.8933110266756925
3.521,3.5107308773817056
3.413,2.834490978304287
3.422,2.0834297706349045
2.697,2.1671316221150754
2.992,1.9918341163988238
2.414,1.7631894956892844
2.267,1.3266264995192119
2.611,1.9914779598445649
2.815,1.804792363208711
2.418,1.8165747895276199
2.135,1.7467983705551537
1.913,1.5996382994755876
1.592,1.25961155593907
1.4,1.3606292603894565
1.525,1.6297637363997264
1.555,1.361549273924446
1.587,1.2960164676539958
1.629,1.5604972668202053
1.475,1.0478938214059326
1.598,1.1829944715525098
1.139,1.1834578718883568
0.997,1.3798536959353593
1.326,1.5506761913714624
1.075,1.4886467240922558
0.938,1.5038019705327141
1.055,1.2166462519203867
1.089,1.1469120840526774
1.32,1.1871420477632513
1.223,1.2716844143817494
1.152,1.2784358845938706
1.104,1.2118988007919005
1.049,1.0450501121558762
1.097,1.5973233676664635
0.972,1.097422578777392
1.045,0.9216380912609509
1.039,1.0576300807555865
1.914,1.9270361679456482
1.76,1.5358097361785428
1.554,1.3422291404398048
1.5,1.012419146236891
1.188,0.9078883319930562
1.888,2.1364797060088776
1.844,1.7325948052618
1.823,1.5901684728331036
1.425,1.3217918016184644
1.375,1.199303706133199
1.875,0.875775327171413
1.125,1.2144080932215102
1.719,0.8573771156483873
0.938,1.0901675136606743
0.975,0.8987991429662214
1.042,0.979591893361281
0.875,1.1461747159312146
0.831,1.0654749842997036
0.875,1.1034789189120262
0.853,0.8090082549131171
0.803,0.9696973020090836
0.6,1.5654114217467279
0.757,1.8936798456165012
0.75,3.0439719253772006
0.861,0.8515555807236197
0.761,0.9694739024257403
0.735,1.5610474124625404
0.784,0.9622836040797428
0.844,0.8068366016262107
0.813,1.5604847321088933
0.85,1.2549303493814867
1.292,0.8500447121577224
0.825,1.2201247581879506
0.952,0.7805349636469096
0.75,1.2040307925651308
0.675,0.7084856012810519
1.375,1.5199734523390598
1.775,0.8572967760350478
1.021,1.4788683054144103
1.083,0.9348632650316845
